country,lifeExp,gdp,bmi,alc,edu,adultMort,incomeComp,totExp
Brazil,74.7,12216.9446,54.5,7.24,14.2,146.0,0.734,8.48
Brazil,74.5,12291.46685,53.6,7.55,14.2,148.0,0.73,8.26
Brazil,74.1,13167.47289,52.8,7.58,14.0,152.0,0.724,8.9
Brazil,73.8,11224.1548,52.0,7.52,13.8,154.0,0.716,8.27
Brazil,73.6,8553.3847,51.1,7.33,13.8,157.0,0.714,8.65
Brazil,73.4,8787.61375,5.3,7.21,13.3,158.0,0.704,8.24
Brazil,73.3,7313.557962,49.4,7.19,13.5,159.0,0.7,8.28
Brazil,73.0,586.145975,48.6,7.1,13.8,161.0,0.698,8.36
Brazil,72.7,477.182746,47.8,6.97,13.8,163.0,0.694,8.27
Brazil,72.0,3623.47667,46.9,6.85,14.0,17.0,0.695,7.7
Brazil,71.8,359.587582,46.1,6.95,14.8,172.0,0.699,6.94
Brazil,71.4,2819.649531,45.3,7.0,14.6,176.0,0.692,7.13
Brazil,71.0,3146.95177,44.5,7.13,14.3,179.0,0.685,7.19
Brazil,75.0,3739.11936,43.7,7.26,14.1,183.0,0.677,7.3
BruneiDarussalam,77.7,3967.8951,41.2,,14.9,78.0,0.864,
BruneiDarussalam,77.6,4159.8652,4.2,0.01,15.0,8.0,0.863,2.65
BruneiDarussalam,77.1,44597.27968,39.2,0.01,14.9,84.0,0.86,2.61
BruneiDarussalam,78.3,47651.2599,38.2,0.01,14.4,79.0,0.852,2.3
BruneiDarussalam,77.4,4717.273,37.2,0.97,14.1,79.0,0.846,2.25
BruneiDarussalam,76.9,35268.1117,36.2,0.88,14.2,79.0,0.845,2.73
BruneiDarussalam,76.8,27965.4754,35.2,0.25,14.1,88.0,0.841,2.85
BruneiDarussalam,77.2,37951.286,34.2,0.67,14.2,84.0,0.84,2.23
BruneiDarussalam,76.0,32672.36717,33.2,0.85,14.3,1.0,0.84,2.32
BruneiDarussalam,76.3,398.96692,32.2,0.67,14.3,93.0,0.837,2.24
BruneiDarussalam,76.2,2612.13345,31.2,0.16,14.1,92.0,0.834,2.62
BruneiDarussalam,76.4,21896.6527,3.1,0.11,13.7,89.0,0.828,3.1
BruneiDarussalam,76.0,18555.56649,29.1,0.12,13.4,89.0,0.823,3.9
BruneiDarussalam,74.8,16846.2198,28.0,0.13,13.3,95.0,0.82,3.4
BruneiDarussalam,74.7,16468.12886,27.0,0.47,13.4,19.0,0.819,3.6
BruneiDarussalam,74.4,188.44826,26.1,0.37,13.4,16.0,0.818,3.5
Bulgaria,74.5,6993.47736,65.7,,15.0,137.0,0.792,
Bulgaria,74.3,7853.335191,65.1,12.03,14.8,138.0,0.787,8.44
Bulgaria,74.1,7674.86559,64.5,12.06,14.4,14.0,0.781,7.93
Bulgaria,73.9,7378.25539,63.9,10.99,14.3,139.0,0.778,7.11
Bulgaria,73.7,7813.83499,63.3,10.67,14.2,144.0,0.775,6.88
Bulgaria,73.4,6843.263289,62.7,10.8,13.9,147.0,0.77,7.24
Bulgaria,73.2,6955.987733,62.1,10.93,13.8,152.0,0.768,6.78
Bulgaria,72.9,7296.122479,61.5,10.98,13.8,155.0,0.761,6.61
Bulgaria,72.6,5932.899677,6.9,10.89,13.5,157.0,0.755,6.41
Bulgaria,72.2,4513.13628,6.3,10.39,13.5,161.0,0.75,6.67
Bulgaria,72.1,3893.68998,59.7,10.48,13.5,16.0,0.745,7.8
Bulgaria,72.2,3381.57837,59.1,10.96,13.3,157.0,0.738,7.9
Bulgaria,72.0,271.46824,58.6,11.19,12.9,155.0,0.729,7.43
Bulgaria,71.8,287.534843,58.1,10.2,12.9,157.0,0.723,7.41
Bulgaria,71.6,1764.97387,57.5,10.72,12.9,16.0,0.713,7.23
Bulgaria,71.1,169.28586,57.0,9.69,12.9,163.0,0.709,6.7
BurkinaFaso,59.9,615.592225,19.4,,7.7,26.0,0.399,
BurkinaFaso,59.3,75.1464113,18.8,0.01,7.7,268.0,0.398,4.96
BurkinaFaso,59.0,699.452847,18.2,4.64,7.5,27.0,0.392,5.91
BurkinaFaso,58.6,673.8227,17.7,4.75,7.2,271.0,0.384,5.33
BurkinaFaso,58.1,666.842783,17.1,4.51,6.7,275.0,0.377,5.17
BurkinaFaso,57.5,575.4464527,16.6,4.55,6.3,279.0,0.365,7.17
BurkinaFaso,56.9,552.7455521,16.1,4.55,5.9,283.0,0.356,7.41
BurkinaFaso,56.1,569.7612784,15.6,4.5,5.4,288.0,0.345,6.77
BurkinaFaso,55.3,475.11122,15.1,4.58,4.9,293.0,0.334,6.63
BurkinaFaso,54.3,422.6332374,14.6,4.73,4.7,32.0,0.325,6.58
BurkinaFaso,53.3,46.998871,14.2,4.88,4.3,313.0,0.0,6.87
BurkinaFaso,52.4,371.323865,13.7,4.54,3.9,323.0,0.0,6.45
BurkinaFaso,51.6,332.344351,13.3,4.58,3.8,332.0,0.0,5.61
BurkinaFaso,51.0,26.7635413,12.9,4.53,3.6,338.0,0.0,5.26
BurkinaFaso,56.0,235.4912324,12.5,4.56,3.5,344.0,0.0,4.85
BurkinaFaso,51.0,226.4759814,12.2,3.71,3.4,348.0,0.0,5.6
Burundi,59.6,33.681223,18.7,,10.6,288.0,0.406,
Burundi,59.1,312.7489794,18.2,0.01,10.6,297.0,0.404,7.54
Burundi,58.6,282.7555252,17.6,0.01,10.5,33.0,0.398,8.3
Burundi,58.0,265.285651,17.1,0.01,10.3,312.0,0.393,8.21
Burundi,57.4,26.479973,16.6,4.16,9.9,321.0,0.385,8.58
Burundi,56.8,231.1943256,16.1,4.16,9.3,33.0,0.361,8.82
Burundi,56.2,24.944652,15.7,4.05,8.6,338.0,0.336,6.96
Burundi,55.3,196.2472628,15.2,4.33,7.9,35.0,0.319,7.86
Burundi,54.8,17.79995,14.8,4.54,7.2,355.0,0.309,1.3
Burundi,54.1,165.8794176,14.5,4.5,5.9,361.0,0.29,11.49
Burundi,53.4,15.57434,14.1,5.54,5.6,369.0,0.286,9.84
Burundi,52.6,127.4296648,13.8,5.72,5.2,378.0,0.279,7.1
Burundi,51.9,112.849373,13.5,5.84,4.7,387.0,0.276,5.25
Burundi,51.5,122.4335893,13.3,5.98,4.4,387.0,0.268,5.15
Burundi,51.3,133.7427689,13.0,6.09,4.5,385.0,0.268,4.96
Burundi,58.0,135.9984455,12.8,6.61,4.5,386.0,0.268,4.98
Côted'Ivoire,53.3,,28.0,,,397.0,,
Côted'Ivoire,52.8,,27.4,0.01,,47.0,,5.72
Côted'Ivoire,52.3,,26.8,3.15,,412.0,,5.81
Côted'Ivoire,52.0,,26.2,3.24,,415.0,,6.14
Côted'Ivoire,51.7,,25.6,3.13,,419.0,,6.42
Côted'Ivoire,51.5,,25.0,3.15,,417.0,,6.32
Côted'Ivoire,51.0,,24.4,2.92,,426.0,,6.41
Côted'Ivoire,54.0,,23.8,2.69,,437.0,,6.21
Côted'Ivoire,49.9,,23.2,2.58,,443.0,,6.35
Côted'Ivoire,49.4,,22.6,2.65,,452.0,,5.87
Côted'Ivoire,48.7,,22.1,3.11,,466.0,,5.39
Côted'Ivoire,48.2,,21.5,3.08,,472.0,,5.24
Côted'Ivoire,48.0,,2.9,3.12,,473.0,,4.65
Côted'Ivoire,47.7,,2.4,3.13,,473.0,,4.47
Côted'Ivoire,47.8,,19.9,3.15,,467.0,,4.85
Côted'Ivoire,47.9,,19.4,3.45,,461.0,,6.0
CaboVerde,73.3,2954.119467,31.3,,13.5,114.0,0.646,
CaboVerde,73.0,3529.61843,3.5,0.01,13.5,117.0,0.643,4.76
CaboVerde,72.8,3558.796314,29.7,0.01,13.6,12.0,0.643,4.29
CaboVerde,72.7,348.482762,29.0,0.01,13.2,121.0,0.636,4.61
CaboVerde,72.6,367.429453,28.2,5.07,13.1,122.0,0.632,4.6
CaboVerde,72.5,3312.825985,27.5,4.75,12.7,123.0,0.627,4.83
CaboVerde,72.4,3444.5566,26.8,4.45,12.4,124.0,0.621,4.24
CaboVerde,72.4,3638.95946,26.2,4.16,12.2,124.0,0.615,3.96
CaboVerde,72.3,3112.285712,25.5,5.28,11.9,126.0,0.602,4.3
CaboVerde,72.1,234.28992,24.9,4.25,11.9,129.0,0.596,5.11
CaboVerde,71.8,248.13459,24.3,4.26,11.2,134.0,0.582,4.86
CaboVerde,71.4,1976.45856,23.7,4.19,11.1,14.0,0.574,5.6
CaboVerde,71.1,1768.92132,23.2,4.16,11.3,144.0,0.572,5.0
CaboVerde,77.0,1373.515636,22.6,3.82,11.3,148.0,0.569,5.17
CaboVerde,73.0,1268.884564,22.1,3.81,11.0,152.0,0.562,5.19
CaboVerde,69.9,1239.377855,21.5,3.49,11.3,155.0,0.0,4.81
Cambodia,68.7,1163.18977,19.6,,10.9,174.0,0.558,
Cambodia,68.3,198.687123,18.9,0.01,10.9,179.0,0.553,5.68
Cambodia,67.8,128.419568,18.2,0.01,10.8,183.0,0.546,5.93
Cambodia,67.4,95.244132,17.6,0.01,10.7,186.0,0.54,6.24
Cambodia,67.0,882.491462,17.0,2.12,10.7,19.0,0.533,5.64
Cambodia,66.6,785.6928841,16.4,2.2,10.6,192.0,0.519,5.95
Cambodia,66.1,738.2326684,15.9,2.13,10.5,195.0,0.52,6.36
Cambodia,65.6,745.7877873,15.3,2.24,10.5,199.0,0.511,5.55
Cambodia,65.0,631.675789,14.8,2.08,10.3,24.0,0.495,3.75
Cambodia,64.1,539.8791529,14.3,2.03,10.1,216.0,0.483,4.48
Cambodia,62.9,474.2238766,13.9,1.99,10.0,234.0,0.47,5.84
Cambodia,61.5,48.615184,13.5,1.38,9.7,253.0,0.458,6.43
Cambodia,63.0,362.4213785,13.1,1.44,9.3,268.0,0.445,6.74
Cambodia,59.3,339.676984,12.8,1.43,8.2,273.0,0.427,5.95
Cambodia,58.5,321.22634,12.4,1.71,7.6,273.0,0.412,5.7
Cambodia,57.7,3.685949,12.1,1.51,7.2,274.0,0.401,5.87
Cameroon,57.3,1244.429421,29.0,,10.4,357.0,0.514,
Cameroon,56.7,1441.1417,28.4,0.01,10.4,366.0,0.507,4.1
Cameroon,56.4,1365.34419,27.8,0.01,10.4,364.0,0.501,4.29
Cameroon,55.9,1255.648189,27.2,0.01,10.4,369.0,0.496,4.34
Cameroon,55.6,1295.649726,26.6,6.19,10.0,371.0,0.486,3.96
Cameroon,55.3,1182.869227,26.0,6.15,9.7,37.0,0.48,5.28
Cameroon,54.8,123.19538,25.4,5.89,9.2,373.0,0.473,5.7
Cameroon,54.2,1233.524316,24.9,5.9,8.8,382.0,0.466,5.18
Cameroon,53.6,111.71186,24.4,5.44,8.0,395.0,0.456,4.76
Cameroon,53.3,12.989164,23.8,5.22,8.2,394.0,0.456,4.69
Cameroon,52.8,952.1872484,23.3,5.03,8.3,4.0,0.456,4.75
Cameroon,52.1,93.211716,22.8,4.71,8.2,412.0,0.455,4.73
Cameroon,51.8,824.8689393,22.3,4.64,8.1,412.0,0.452,4.97
Cameroon,51.6,676.397661,21.8,4.58,8.4,47.0,0.452,4.86
Cameroon,51.5,614.6729339,21.3,4.43,7.1,41.0,0.437,4.7
Cameroon,51.4,68.414399,2.9,3.91,6.9,394.0,0.433,4.48
Canada,82.2,43315.744,67.0,,16.3,64.0,0.919,
Canada,82.0,544.43376,66.4,8.1,15.9,65.0,0.912,1.45
Canada,81.8,52413.72116,65.8,8.2,15.9,67.0,0.909,1.67
Canada,81.6,52496.69487,65.3,8.3,15.9,68.0,0.907,1.78
Canada,81.5,5282.2176,64.7,8.2,15.9,68.0,0.903,1.82
Canada,81.2,47447.4762,64.1,8.4,15.9,7.0,0.898,11.2
Canada,81.0,4773.45436,63.6,8.4,15.9,72.0,0.898,11.17
Canada,87.0,46596.33599,63.0,8.3,15.8,74.0,0.897,1.3
Canada,85.0,44544.5268,62.5,8.3,15.8,74.0,0.894,9.83
Canada,85.0,4386.69948,61.9,8.2,15.8,75.0,0.891,9.75
Canada,81.0,36189.58838,61.3,8.0,15.8,76.0,0.886,9.57
Canada,80.0,31979.87195,6.6,7.8,15.8,77.0,0.881,9.56
Canada,79.7,28172.14883,6.0,7.7,15.8,78.0,0.877,9.54
Canada,79.5,24167.8431,59.3,7.7,15.8,79.0,0.872,9.37
Canada,79.4,23691.59472,58.5,7.6,15.8,8.0,0.867,9.1
Canada,79.1,24124.16917,57.8,7.6,15.9,82.0,0.864,8.67
CentralAfricanRepublic,52.5,348.381417,22.7,,7.1,397.0,0.347,
CentralAfricanRepublic,58.0,377.132274,22.1,0.01,7.1,437.0,0.345,4.2
CentralAfricanRepublic,49.9,337.4849614,21.6,0.01,7.1,451.0,0.37,3.82
CentralAfricanRepublic,53.0,486.41114,21.2,0.01,7.1,439.0,0.366,3.62
CentralAfricanRepublic,49.8,494.336779,2.7,1.66,6.8,443.0,0.361,3.73
CentralAfricanRepublic,49.2,446.4434494,2.2,1.67,6.6,446.0,0.352,3.9
CentralAfricanRepublic,48.6,449.961839,19.8,1.56,6.4,453.0,0.345,3.58
CentralAfricanRepublic,47.6,456.8614334,19.4,1.52,6.3,477.0,0.338,4.3
CentralAfricanRepublic,46.8,397.148467,19.0,1.5,6.2,495.0,0.33,4.4
CentralAfricanRepublic,46.3,347.673678,18.6,1.54,6.0,56.0,0.323,3.99
CentralAfricanRepublic,45.9,327.1149461,18.2,1.5,5.9,511.0,0.319,4.29
CentralAfricanRepublic,45.7,313.21598,17.9,1.5,5.7,512.0,0.315,4.1
CentralAfricanRepublic,45.7,286.25819,17.5,1.49,5.6,51.0,0.316,4.31
CentralAfricanRepublic,45.6,253.768343,17.2,1.47,5.4,58.0,0.315,4.16
CentralAfricanRepublic,45.6,243.1586486,16.8,1.52,5.3,54.0,0.314,3.95
CentralAfricanRepublic,46.0,243.5429317,16.5,1.51,5.2,49.0,0.312,4.24
Chad,53.1,777.248751,19.1,,7.3,356.0,0.394,
Chad,52.6,125.998515,18.7,0.01,7.3,362.0,0.39,3.62
Chad,52.2,986.13177,18.2,0.64,7.3,366.0,0.387,3.42
Chad,51.8,973.472574,17.9,0.62,7.3,367.0,0.381,3.0
Chad,51.6,989.2363633,17.5,0.56,6.7,365.0,0.37,3.17
Chad,51.2,896.5697341,17.1,0.5,6.7,364.0,0.36,2.95
Chad,57.0,84.455939,16.7,0.47,6.3,37.0,0.343,3.31
Chad,49.6,929.772391,16.4,0.45,6.0,394.0,0.338,2.92
Chad,49.4,81.683884,16.1,0.42,5.7,394.0,0.306,3.35
Chad,48.5,712.1847694,15.7,0.41,5.5,414.0,0.303,3.32
Chad,48.6,66.2421396,15.4,0.42,5.6,46.0,0.306,3.91
Chad,48.5,454.6765879,15.1,0.34,5.6,45.0,0.301,5.72
Chad,48.4,292.5914364,14.8,0.42,5.4,43.0,0.284,5.49
Chad,48.1,22.854821,14.4,0.36,5.1,43.0,0.303,8.33
Chad,48.0,197.3156442,14.1,0.3,4.9,4.0,0.3,6.9
Chad,47.6,166.231785,13.9,0.25,4.7,44.0,0.0,6.28
Chile,85.0,13653.2264,63.8,,16.3,82.0,0.845,
Chile,83.0,14817.37778,63.1,7.16,16.2,83.0,0.841,7.79
Chile,81.0,15941.39722,62.5,7.2,15.6,84.0,0.831,7.53
Chile,79.9,15431.9293,61.8,6.76,15.5,84.0,0.826,7.24
Chile,79.8,1475.69242,61.2,7.26,15.4,86.0,0.82,7.0
Chile,79.1,1286.17764,6.6,7.93,15.2,89.0,0.815,6.97
Chile,79.3,1243.32824,59.9,7.67,15.3,91.0,0.816,7.39
Chile,79.6,1781.3668,59.3,7.31,15.2,88.0,0.804,6.87
Chile,78.9,1526.87746,58.7,7.39,14.8,9.0,0.797,6.35
Chile,78.9,9484.681227,58.1,7.33,14.9,91.0,0.796,6.18
Chile,78.4,7615.3468,57.4,7.57,14.6,93.0,0.79,6.69
Chile,78.0,621.828325,56.8,6.32,14.3,97.0,0.781,6.93
Chile,77.9,4787.699532,56.1,6.37,14.0,1.0,0.775,7.34
Chile,77.8,4463.545867,55.4,6.06,13.9,11.0,0.768,6.48
Chile,77.3,4595.666327,54.7,6.1,13.7,16.0,0.761,6.51
Chile,77.3,511.368479,54.0,6.24,13.5,13.0,0.755,6.4
China,76.1,869.211938,32.9,,13.5,85.0,0.734,
China,75.8,7683.5238,31.9,5.78,13.1,86.0,0.723,5.55
China,75.6,777.77594,3.9,5.79,12.7,88.0,0.713,5.39
China,75.4,6337.882993,3.0,5.74,12.4,89.0,0.703,5.26
China,75.2,5633.79616,29.0,5.63,12.8,91.0,0.7,5.3
China,75.0,456.512487,28.1,5.75,12.5,92.0,0.691,4.89
China,74.9,3838.434292,27.3,4.88,12.2,93.0,0.682,5.8
China,74.5,3471.247547,26.5,4.27,11.9,97.0,0.672,4.59
China,74.4,2695.366223,25.7,3.88,11.4,96.0,0.659,4.32
China,74.2,299.229676,24.9,3.28,11.0,98.0,0.646,4.52
China,73.9,1753.4178,24.1,2.92,10.6,99.0,0.634,4.66
China,73.5,158.668462,23.4,3.04,10.2,11.0,0.622,4.72
China,73.1,1288.642924,22.6,2.96,9.9,13.0,0.61,4.82
China,72.7,1148.5857,21.9,2.91,9.7,16.0,0.6,4.79
China,72.2,153.1824,21.2,2.84,9.6,11.0,0.592,4.56
China,71.7,959.372181,2.5,3.06,9.5,115.0,0.583,4.6
Colombia,74.8,644.525556,57.9,,13.6,143.0,0.724,
Colombia,74.6,7913.383432,57.2,4.38,13.6,144.0,0.72,7.2
Colombia,74.4,83.5863,56.4,4.41,13.3,145.0,0.712,6.84
Colombia,74.3,7884.984429,55.7,4.44,13.2,143.0,0.707,6.93
Colombia,74.2,7227.73968,55.0,4.37,13.0,144.0,0.7,6.64
Colombia,73.6,625.65544,54.2,4.28,12.8,15.0,0.695,6.76
Colombia,73.6,5148.422113,53.5,4.34,12.4,15.0,0.691,7.1
Colombia,73.5,5433.7245,52.8,4.45,12.2,146.0,0.683,6.62
Colombia,73.5,4674.21961,52.0,4.66,11.9,144.0,0.675,6.25
Colombia,73.1,379.78776,51.3,4.53,11.5,147.0,0.669,6.11
Colombia,73.1,3386.256,5.5,4.38,11.1,144.0,0.658,5.82
Colombia,72.8,274.249442,49.8,4.26,11.3,148.0,0.658,5.37
Colombia,72.4,2246.257472,49.0,4.25,11.6,15.0,0.659,5.92
Colombia,71.8,2355.725857,48.2,4.45,11.5,163.0,0.656,5.67
Colombia,71.5,2395.856551,47.5,4.43,11.4,165.0,0.653,5.96
Colombia,71.4,2472.197831,46.7,4.66,11.3,167.0,0.65,5.91
Comoros,63.5,727.6463868,24.2,,11.1,227.0,0.498,
Comoros,63.2,852.954379,23.7,0.01,11.1,23.0,0.497,6.75
Comoros,62.9,834.341949,23.2,0.01,10.9,233.0,0.49,6.51
Comoros,62.5,788.632653,22.6,0.01,10.8,237.0,0.484,7.11
Comoros,62.2,829.7586885,22.1,0.12,10.6,241.0,0.479,6.1
Comoros,61.8,769.1742883,21.6,0.15,10.5,246.0,0.476,5.82
Comoros,61.3,778.5454199,21.1,0.17,10.3,251.0,0.465,3.82
Comoros,61.0,795.97519,2.6,0.12,10.2,255.0,0.461,5.13
Comoros,66.0,72.759313,2.1,0.16,10.0,259.0,0.459,4.93
Comoros,63.0,648.38717,19.6,0.25,9.9,262.0,0.451,4.57
Comoros,60.0,621.93372,19.2,0.24,9.7,266.0,0.434,4.32
Comoros,59.8,616.4197236,18.8,0.27,9.5,269.0,0.0,3.96
Comoros,59.6,544.566526,18.4,0.26,9.2,271.0,0.0,3.65
Comoros,59.5,433.2691451,18.0,0.08,8.8,271.0,0.0,3.39
Comoros,59.5,395.9319363,17.6,0.08,8.5,272.0,0.0,2.86
Comoros,59.5,375.8528566,17.3,0.09,8.2,272.0,0.0,3.56
Congo,64.7,,27.4,,11.1,267.0,0.59,
Congo,64.2,,26.8,0.01,11.1,275.0,0.581,5.15
Congo,63.9,,26.2,0.01,11.1,274.0,0.576,5.9
Congo,63.7,,25.6,0.01,10.2,273.0,0.557,3.98
Congo,62.9,,25.0,3.82,10.7,285.0,0.558,2.79
Congo,62.0,,24.5,3.53,10.5,298.0,0.548,2.29
Congo,68.0,,23.9,3.47,10.3,314.0,0.545,2.27
Congo,59.4,,23.3,2.58,10.0,338.0,0.527,2.9
Congo,58.2,,22.8,2.75,9.8,354.0,0.517,2.54
Congo,56.9,,22.3,2.25,9.6,368.0,0.507,2.37
Congo,55.3,,21.7,2.03,9.4,394.0,0.496,2.42
Congo,54.1,,21.2,2.58,9.2,48.0,0.497,2.56
Congo,53.2,,2.7,2.45,9.4,417.0,0.492,2.61
Congo,52.6,,2.3,2.55,9.5,424.0,0.488,2.45
Congo,52.7,,19.8,2.3,9.7,419.0,0.487,2.44
Congo,52.9,,19.3,2.26,9.8,416.0,0.487,2.13
CookIslands,,,82.8,0.01,,,,3.58
CostaRica,79.6,1146.36273,6.5,,14.2,95.0,0.775,
CostaRica,79.5,1647.44179,59.5,3.45,13.9,96.0,0.768,9.31
CostaRica,79.4,1569.66631,58.5,3.42,13.7,96.0,0.762,9.47
CostaRica,79.2,9985.36959,57.5,3.34,13.6,97.0,0.758,9.56
CostaRica,79.0,9186.59639,56.5,3.41,13.4,98.0,0.752,9.73
CostaRica,78.1,8199.414621,55.5,3.58,13.3,16.0,0.749,9.66
CostaRica,79.2,689.396224,54.4,4.07,13.1,96.0,0.747,9.69
CostaRica,78.9,6911.136136,53.4,4.22,12.9,99.0,0.74,9.1
CostaRica,78.9,612.623418,52.4,4.2,12.8,93.0,0.734,8.37
CostaRica,78.0,5245.187372,51.4,4.15,12.6,16.0,0.727,7.82
CostaRica,78.6,4697.11135,5.3,4.1,12.4,97.0,0.723,7.74
CostaRica,77.7,4425.57467,49.3,4.09,12.2,12.0,0.719,7.8
CostaRica,78.0,4167.71417,48.3,4.04,12.1,1.0,0.715,8.45
CostaRica,78.3,462.14965,47.3,4.17,11.9,99.0,0.712,8.23
CostaRica,77.5,3981.52847,46.4,4.29,11.7,1.0,0.708,7.25
CostaRica,77.6,388.363689,45.4,4.34,11.6,98.0,0.702,7.12
Croatia,78.0,11579.6674,63.7,,15.3,95.0,0.823,
Croatia,77.8,13467.46827,63.1,12.14,15.1,97.0,0.82,7.8
Croatia,77.7,13574.749,62.5,12.39,14.9,97.0,0.817,7.83
Croatia,77.1,13235.97757,61.9,11.49,14.6,14.0,0.815,7.8
Croatia,77.0,14539.18421,61.3,12.19,14.5,14.0,0.808,7.8
Croatia,76.6,1355.74586,6.6,12.1,14.2,16.0,0.803,8.25
Croatia,76.3,14157.14416,6.0,12.21,14.2,19.0,0.803,8.18
Croatia,76.0,15893.8656,59.4,12.06,14.3,116.0,0.8,7.7
Croatia,75.8,13546.69872,58.7,12.56,14.3,114.0,0.793,7.44
Croatia,75.9,11363.41845,58.1,11.83,13.9,113.0,0.783,6.95
Croatia,75.2,1224.2459,57.5,11.59,13.6,116.0,0.777,6.89
Croatia,75.4,9365.742468,56.9,13.11,13.3,114.0,0.771,6.56
Croatia,74.7,785.881418,56.3,13.78,12.9,122.0,0.765,6.35
Croatia,74.8,653.71637,55.8,13.39,12.6,124.0,0.759,6.19
Croatia,74.9,5245.421419,55.2,13.15,12.3,126.0,0.749,7.16
Croatia,74.7,4919.62869,54.7,12.73,12.2,127.0,0.739,7.66
Cuba,79.1,762.261218,61.4,,13.9,92.0,0.773,
Cuba,79.0,75.5199,6.7,4.37,14.0,93.0,0.772,11.6
Cuba,78.7,676.15344,59.9,4.18,14.7,96.0,0.773,9.48
Cuba,78.7,6425.941119,59.2,4.16,15.7,96.0,0.778,8.59
Cuba,78.8,675.92436,58.4,4.14,16.5,92.0,0.78,1.6
Cuba,78.0,5676.14143,57.7,4.13,17.6,98.0,0.784,1.19
Cuba,78.1,5484.7763,56.9,4.01,17.7,11.0,0.782,11.78
Cuba,77.9,5376.447622,56.2,4.26,17.1,12.0,0.771,1.79
Cuba,78.1,5184.494227,55.4,4.13,16.0,14.0,0.754,1.42
Cuba,78.0,4669.6916,54.6,4.17,14.7,14.0,0.732,7.67
Cuba,77.2,3779.577,53.8,4.48,14.2,19.0,0.719,9.39
Cuba,77.3,339.716256,53.0,4.38,13.2,17.0,0.705,6.14
Cuba,77.4,3192.669378,52.1,4.39,12.9,18.0,0.694,6.31
Cuba,77.7,2994.339988,51.3,4.1,12.5,19.0,0.692,6.5
Cuba,76.7,2832.188893,5.4,4.04,12.3,115.0,0.686,6.27
Cuba,76.9,2741.11542,49.4,3.92,12.1,115.0,0.679,6.7
Cyprus,85.0,2375.1127,6.3,,14.3,52.0,0.854,
Cyprus,83.0,2734.88382,59.8,0.01,14.0,53.0,0.85,7.37
Cyprus,81.0,2797.96736,59.2,9.04,13.8,54.0,0.85,7.46
Cyprus,80.0,28951.15556,58.7,10.55,13.8,56.0,0.85,7.44
Cyprus,79.7,32233.83942,58.3,10.69,13.8,57.0,0.847,7.54
Cyprus,79.5,3818.46396,57.8,11.32,14.6,59.0,0.853,7.23
Cyprus,79.3,3215.8159,57.3,10.8,14.1,6.0,0.849,7.4
Cyprus,79.1,3539.7488,56.8,12.01,13.7,62.0,0.844,6.89
Cyprus,78.9,31386.63265,56.3,11.56,13.5,63.0,0.836,6.5
Cyprus,78.8,27169.99256,55.8,11.47,13.4,64.0,0.829,6.28
Cyprus,78.7,25324.48666,55.3,11.41,13.5,65.0,0.826,6.37
Cyprus,78.6,23932.49128,54.8,13.03,13.4,65.0,0.823,6.42
Cyprus,78.5,2293.4789,54.3,10.62,13.0,66.0,0.815,6.83
Cyprus,78.4,16372.29152,53.8,11.68,12.5,68.0,0.805,6.12
Cyprus,78.2,1562.92433,53.3,10.16,12.4,69.0,0.8,5.78
Cyprus,78.1,14672.8826,52.8,9.56,12.5,7.0,0.798,5.77
Czechia,78.8,,66.1,,,86.0,,
Czechia,78.6,,65.6,12.68,,88.0,,7.41
Czechia,78.2,,65.1,12.45,,9.0,,7.49
Czechia,78.0,,64.5,12.71,,93.0,,7.55
Czechia,77.8,,64.0,12.43,,97.0,,7.5
Czechia,77.5,,63.6,12.69,,99.0,,7.43
Czechia,77.1,,63.1,13.23,,12.0,,7.85
Czechia,77.0,,62.6,13.25,,16.0,,6.82
Czechia,76.8,,62.2,13.43,,17.0,,6.52
Czechia,76.5,,61.8,13.03,,19.0,,6.69
Czechia,75.9,,61.3,13.19,,114.0,,6.93
Czechia,75.8,,6.8,13.24,,116.0,,6.9
Czechia,75.2,,6.4,13.01,,122.0,,7.13
Czechia,75.3,,59.9,13.47,,12.0,,6.8
Czechia,75.1,,59.4,13.36,,123.0,,6.42
Czechia,74.7,,59.0,13.22,,126.0,,6.31
DemocraticPeople'sRepublicofKorea,76.0,,32.9,,,139.0,,
DemocraticPeople'sRepublicofKorea,73.0,,32.4,0.01,,142.0,,
DemocraticPeople'sRepublicofKorea,71.0,,31.8,3.35,,146.0,,
DemocraticPeople'sRepublicofKorea,69.8,,31.3,3.61,,149.0,,
DemocraticPeople'sRepublicofKorea,69.4,,3.8,3.39,,153.0,,
DemocraticPeople'sRepublicofKorea,69.0,,3.3,3.12,,157.0,,
DemocraticPeople'sRepublicofKorea,68.7,,29.7,3.35,,161.0,,
DemocraticPeople'sRepublicofKorea,68.6,,29.2,3.16,,164.0,,
DemocraticPeople'sRepublicofKorea,68.5,,28.7,3.13,,166.0,,
DemocraticPeople'sRepublicofKorea,68.5,,28.2,3.28,,165.0,,
DemocraticPeople'sRepublicofKorea,68.5,,27.7,3.21,,165.0,,
DemocraticPeople'sRepublicofKorea,68.4,,27.2,3.13,,165.0,,
DemocraticPeople'sRepublicofKorea,68.1,,26.7,3.13,,165.0,,
DemocraticPeople'sRepublicofKorea,67.6,,26.2,3.08,,167.0,,
DemocraticPeople'sRepublicofKorea,66.6,,25.7,2.53,,177.0,,
