country,year,height,weight
Eritrea,1925,166.63916,62.64017892
Eritrea,1926,166.74133,59.39554549
Eritrea,1927,166.84703,58.45340331
Eritrea,1928,166.95638,55.72152829
Eritrea,1929,167.06842,61.06954259
Eritrea,1930,167.18251,61.32768338
Eritrea,1931,167.29716,61.21079344
Eritrea,1932,167.41068,60.09670983
Eritrea,1933,167.52396,58.38990101
Eritrea,1934,167.63652,57.55408118
Eritrea,1935,167.74812,57.7539737
Eritrea,1936,167.8575,55.98804102
Eritrea,1937,167.96378,56.30383959
Eritrea,1938,168.06616,60.41033928
Eritrea,1939,168.16368,60.46467407
Eritrea,1940,168.25677,63.48542246
Eritrea,1941,168.3457,65.33664442
Eritrea,1942,168.4315,61.7691385
Eritrea,1943,168.51552,61.15711102
Eritrea,1944,168.5979,60.11327507
Eritrea,1945,168.6777,58.35617741
Eritrea,1946,168.75572,62.85173552
Eritrea,1947,168.83083,60.5303514
Eritrea,1948,168.90343,61.04952388
Eritrea,1949,168.9732,57.00844747
Eritrea,1950,169.03952,60.99804976
Eritrea,1951,169.10152,56.79131059
Eritrea,1952,169.15877,58.89589556
Eritrea,1953,169.21202,61.1765978
Eritrea,1954,169.26079,61.08861366
Eritrea,1955,169.30617,60.87883367
Eritrea,1956,169.34875,60.36835124
Eritrea,1957,169.38976,57.19567716
Eritrea,1958,169.42986,61.63100282
Eritrea,1959,169.46863,65.92893857
Eritrea,1960,169.50664,65.10346965
Eritrea,1961,169.54245,62.50848207
Eritrea,1962,169.57463,60.95760454
Eritrea,1963,169.60146,61.05413227
Eritrea,1964,169.62192,64.39195212
Eritrea,1965,169.637,59.82245875
Eritrea,1966,169.64798,63.36774521
Eritrea,1967,169.65575,63.15181977
Eritrea,1968,169.66231,58.42814307
Eritrea,1969,169.66972,59.60540926
Eritrea,1970,169.67905,69.69237784
Eritrea,1971,169.69049,58.10442565
Eritrea,1972,169.70453,58.66106198
Eritrea,1973,169.72125,57.27183014
Eritrea,1974,169.73985,58.80183975
Eritrea,1975,169.75832,62.16855771
Eritrea,1976,169.77396,57.05066671
Eritrea,1977,169.78407,64.03366103
Eritrea,1978,169.78712,65.39263828
Eritrea,1979,169.78265,59.88915126
Eritrea,1980,169.77037,60.2010621
Eritrea,1981,169.74956,63.06293423
Eritrea,1982,169.71951,62.55176611
Eritrea,1983,169.67819,60.87285748
Eritrea,1984,169.62552,67.46122556
Eritrea,1985,169.56013,60.66761549
Eritrea,1986,169.48212,58.58842862
Eritrea,1987,169.39177,64.98324305
Eritrea,1988,169.29123,60.61319698
Eritrea,1989,169.18314,59.73343826
Eritrea,1990,169.069,60.55618704
Eritrea,1991,168.9516,61.14321984
Eritrea,1992,168.83252,61.91449261
Eritrea,1993,168.71324,58.0518155
Eritrea,1994,168.594,58.84060041
Eritrea,1995,168.47519,59.60019757
Eritrea,1996,168.35645,59.25563876
Estonia,1896,170.87494,69.28265725
Estonia,1897,170.97047,72.81535549
Estonia,1898,171.06622,67.76987162
Estonia,1899,171.16202,69.70729682
Estonia,1900,171.2578,74.07136663
Estonia,1901,171.35335,76.16057665
Estonia,1902,171.44902,71.01117224
Estonia,1903,171.54501,71.42072638
Estonia,1904,171.64061,69.03367279
Estonia,1905,171.73624,72.69197413
Estonia,1906,171.83144,72.97088272
Estonia,1907,171.92683,73.06248497
Estonia,1908,172.02243,70.35223146
Estonia,1909,172.11867,68.84325482
Estonia,1910,172.21605,72.03834291
Estonia,1911,172.31538,76.57586825
Estonia,1912,172.41621,69.39831419
Estonia,1913,172.51874,67.13185929
Estonia,1914,172.62215,71.9326323
Estonia,1915,172.72682,76.22829316
Estonia,1916,172.83264,72.82693071
Estonia,1917,172.93936,75.23461214
Estonia,1918,173.04546,68.80140858
Estonia,1919,173.15007,70.86001893
Estonia,1920,173.25168,73.48290763
Estonia,1921,173.34995,72.62335229
Estonia,1922,173.44424,67.6804503
Estonia,1923,173.53542,67.52411396
Estonia,1924,173.62418,68.66638993
Estonia,1925,173.71457,68.11103891
Estonia,1926,173.80821,70.99595774
Estonia,1927,173.9079,71.29814726
Estonia,1928,174.0149,67.86364472
Estonia,1929,174.1303,69.67208869
Estonia,1930,174.25352,71.55327144
Estonia,1931,174.38397,69.8989546
Estonia,1932,174.52057,73.77332139
Estonia,1933,174.66371,70.44281903
Estonia,1934,174.81276,75.41259384
Estonia,1935,174.96823,74.37937438
Estonia,1936,175.12827,74.24117728
Estonia,1937,175.29068,72.9057471
Estonia,1938,175.45474,70.69293912
Estonia,1939,175.6197,67.86682795
Estonia,1940,175.78587,64.63128141
Estonia,1941,175.95393,74.20357041
Estonia,1942,176.12512,72.63361897
Estonia,1943,176.2997,72.0969352
Estonia,1944,176.47694,73.32346868
Estonia,1945,176.65622,77.50779396
Estonia,1946,176.8381,69.94657576
Estonia,1947,177.02083,73.79101211
Estonia,1948,177.20412,76.53344414
Estonia,1949,177.3867,75.66766509
Estonia,1950,177.56825,76.88972996
Estonia,1951,177.74803,69.50814363
Estonia,1952,177.92659,75.01586641
Estonia,1953,178.1048,71.16944398
Estonia,1954,178.28273,74.4854674
Estonia,1955,178.46031,77.66067768
Estonia,1956,178.63701,75.99268307
Estonia,1957,178.8139,77.16395493
Estonia,1958,178.99017,75.73387389
Estonia,1959,179.16534,73.91134949
Estonia,1960,179.3377,69.21597534
Estonia,1961,179.50514,72.66093675
Estonia,1962,179.66519,74.01602222
Estonia,1963,179.81488,69.89161808
Estonia,1964,179.9514,76.85385574
Estonia,1965,180.07506,74.35872891
Estonia,1966,180.18613,74.05046076
Estonia,1967,180.28502,74.91307185
Estonia,1968,180.37158,69.17331008
Estonia,1969,180.4479,76.9013549
Estonia,1970,180.51474,75.04024483
Estonia,1971,180.57231,76.30926596
Estonia,1972,180.62044,76.08298271
Estonia,1973,180.66039,77.89632367
Estonia,1974,180.693,76.67910375
Estonia,1975,180.71948,80.29112112
Estonia,1976,180.74005,81.04544684
Estonia,1977,180.75592,79.32689758
Estonia,1978,180.76833,72.6011466
Estonia,1979,180.77885,72.60463816
Estonia,1980,180.7906,74.10220952
Estonia,1981,180.80646,78.79561473
Estonia,1982,180.82759,83.42641088
Estonia,1983,180.85503,75.46103566
Estonia,1984,180.88974,75.48654936
Estonia,1985,180.92929,79.41168321
Estonia,1986,180.97337,73.64808341
Estonia,1987,181.02147,77.53689452
Estonia,1988,181.07272,74.22099708
Estonia,1989,181.12788,71.47246997
Estonia,1990,181.18703,79.87227218
Estonia,1991,181.25037,76.66330798
Estonia,1992,181.31647,78.41173455
Estonia,1993,181.38489,73.01868665
Estonia,1994,181.45392,75.51018378
Estonia,1995,181.52379,75.96784281
Estonia,1996,181.59348,74.38551483
Eswatini,1896,163.22021,
Eswatini,1897,163.2927,
Eswatini,1898,163.36542,
Eswatini,1899,163.43831,
Eswatini,1900,163.51091,
Eswatini,1901,163.5838,
Eswatini,1902,163.65709,
Eswatini,1903,163.73059,
Eswatini,1904,163.80428,
Eswatini,1905,163.8782,
Eswatini,1906,163.95206,
Eswatini,1907,164.02611,
Eswatini,1908,164.1004,
Eswatini,1909,164.1751,
Eswatini,1910,164.25044,
Eswatini,1911,164.32762,
Eswatini,1912,164.40701,
Eswatini,1913,164.4878,
Eswatini,1914,164.57076,
Eswatini,1915,164.65521,
Eswatini,1916,164.7409,
Eswatini,1917,164.82759,
Eswatini,1918,164.91574,
Eswatini,1919,165.00366,
Eswatini,1920,165.0908,
Eswatini,1921,165.17657,
Eswatini,1922,165.26068,
Eswatini,1923,165.3431,
Eswatini,1924,165.42522,
Eswatini,1925,165.50877,
Eswatini,1926,165.59561,
Eswatini,1927,165.68672,
Eswatini,1928,165.78238,
Eswatini,1929,165.88222,
Eswatini,1930,165.98538,
Eswatini,1931,166.09113,
Eswatini,1932,166.1986,
Eswatini,1933,166.3084,
Eswatini,1934,166.42015,
Eswatini,1935,166.53377,
Eswatini,1936,166.64886,
Eswatini,1937,166.76427,
Eswatini,1938,166.8799,
Eswatini,1939,166.99503,
Eswatini,1940,167.1101,
Eswatini,1941,167.2258,
Eswatini,1942,167.34361,
Eswatini,1943,167.46454,
Eswatini,1944,167.58836,
Eswatini,1945,167.7147,
Eswatini,1946,167.84438,
Eswatini,1947,167.9766,
Eswatini,1948,168.11133,
Eswatini,1949,168.24785,
Eswatini,1950,168.3851,
Eswatini,1951,168.52191,
Eswatini,1952,168.65732,
Eswatini,1953,168.79115,
Eswatini,1954,168.92279,
Eswatini,1955,169.05246,
Eswatini,1956,169.17981,
Eswatini,1957,169.30522,
Eswatini,1958,169.42862,
Eswatini,1959,169.54904,
Eswatini,1960,169.66609,
Eswatini,1961,169.7781,
Eswatini,1962,169.88269,
Eswatini,1963,169.97742,
Eswatini,1964,170.06058,
Eswatini,1965,170.13223,
Eswatini,1966,170.19345,
Eswatini,1967,170.24545,
Eswatini,1968,170.29018,
Eswatini,1969,170.32907,
Eswatini,1970,170.3631,
Eswatini,1971,170.39253,
Eswatini,1972,170.41743,
Eswatini,1973,170.43768,
Eswatini,1974,170.45262,
Eswatini,1975,170.46031,
Eswatini,1976,170.4589,
Eswatini,1977,170.44545,
Eswatini,1978,170.41891,
Eswatini,1979,170.37906,
Eswatini,1980,170.32597,
Eswatini,1981,170.26036,
Eswatini,1982,170.18253,
Eswatini,1983,170.0911,
Eswatini,1984,169.98672,
Eswatini,1985,169.86903,
Eswatini,1986,169.73892,
Eswatini,1987,169.59705,
Eswatini,1988,169.44586,
Eswatini,1989,169.28816,
Eswatini,1990,169.12576,
Eswatini,1991,168.96083,
Eswatini,1992,168.79501,
Eswatini,1993,168.62889,
Eswatini,1994,168.46329,
Eswatini,1995,168.29752,
Eswatini,1996,168.13159,
Ethiopia,1896,161.2782,62.9576102
Ethiopia,1897,161.38474,60.76144758
Ethiopia,1898,161.4912,57.64038109
Ethiopia,1899,161.59756,55.81059047
Ethiopia,1900,161.704,53.86578056
Ethiopia,1901,161.8106,55.23508418
Ethiopia,1902,161.91777,55.76968363
Ethiopia,1903,162.02498,60.21571515
Ethiopia,1904,162.13258,57.29296564
Ethiopia,1905,162.24068,57.55620552
Ethiopia,1906,162.34879,56.56523212
Ethiopia,1907,162.45743,58.32356016
Ethiopia,1908,162.56671,53.89035763
Ethiopia,1909,162.6762,60.65557829
Ethiopia,1910,162.78674,62.78265371
Ethiopia,1911,162.8991,57.63512986
Ethiopia,1912,163.01363,58.68704991
Ethiopia,1913,163.13042,57.20798903
Ethiopia,1914,163.24878,57.24859643
Ethiopia,1915,163.36887,61.42787263
Ethiopia,1916,163.49075,57.42904496
Ethiopia,1917,163.61368,60.93453276
Ethiopia,1918,163.73782,62.57943982
Ethiopia,1919,163.86203,59.32952154
Ethiopia,1920,163.98589,55.66317986
Ethiopia,1921,164.10857,65.34816461
Ethiopia,1922,164.22975,55.71272907
Ethiopia,1923,164.34973,57.67145246
Ethiopia,1924,164.46931,56.69677511
Ethiopia,1925,164.59042,57.80849278
Ethiopia,1926,164.71477,54.87145324
Ethiopia,1927,164.84334,57.73658458
Ethiopia,1928,164.97614,54.89733175
Ethiopia,1929,165.1126,54.9362273
Ethiopia,1930,165.25177,60.69038734
Ethiopia,1931,165.39268,59.25101194
Ethiopia,1932,165.53363,57.27022461
Ethiopia,1933,165.67546,58.38167732
Ethiopia,1934,165.81775,60.50392881
Ethiopia,1935,165.95988,58.00406218
Ethiopia,1936,166.10071,64.53539298
Ethiopia,1937,166.23946,59.63115145
Ethiopia,1938,166.37572,62.07074806
Ethiopia,1939,166.50867,61.87700381
Ethiopia,1940,166.6389,55.89729071
Ethiopia,1941,166.76683,62.02675407
Ethiopia,1942,166.89293,64.31415315
Ethiopia,1943,167.0184,57.9701538
Ethiopia,1944,167.14333,56.63921189
Ethiopia,1945,167.26674,59.71771206
Ethiopia,1946,167.38914,58.00903286
Ethiopia,1947,167.50888,61.09045374
Ethiopia,1948,167.62624,63.93144385
Ethiopia,1949,167.74031,58.87049685
Ethiopia,1950,167.85031,68.84348845
Ethiopia,1951,167.9553,58.03135472
Ethiopia,1952,168.05402,55.15626044
Ethiopia,1953,168.1469,58.53070952
Ethiopia,1954,168.23376,57.58838382
Ethiopia,1955,168.31514,63.55003002
Ethiopia,1956,168.39108,53.60127447
Ethiopia,1957,168.46286,62.26160246
Ethiopia,1958,168.53079,61.75944521
Ethiopia,1959,168.5941,59.99484278
Ethiopia,1960,168.65314,60.95129126
Ethiopia,1961,168.70613,60.38077151
Ethiopia,1962,168.75182,58.18366296
Ethiopia,1963,168.78839,59.43572857
Ethiopia,1964,168.81422,60.34063115
Ethiopia,1965,168.83032,61.11935147
Ethiopia,1966,168.8385,58.69597069
Ethiopia,1967,168.83951,58.20198583
Ethiopia,1968,168.83548,58.76277294
Ethiopia,1969,168.82837,56.12198874
Ethiopia,1970,168.81949,58.50585767
Ethiopia,1971,168.80905,60.52720463
Ethiopia,1972,168.7973,62.76334128
Ethiopia,1973,168.78548,56.2867852
Ethiopia,1974,168.7726,62.35458134
Ethiopia,1975,168.75713,58.68879032
Ethiopia,1976,168.7363,57.94237175
Ethiopia,1977,168.70732,60.2721348
Ethiopia,1978,168.66916,56.41849866
Ethiopia,1979,168.62106,65.29905679
Ethiopia,1980,168.56294,60.68131164
Ethiopia,1981,168.49435,58.94521211
Ethiopia,1982,168.41475,59.65932657
Ethiopia,1983,168.32227,55.02835139
Ethiopia,1984,168.21674,59.82730712
Ethiopia,1985,168.097,62.02641527
Ethiopia,1986,167.96346,61.36024562
Ethiopia,1987,167.81586,57.43249523
Ethiopia,1988,167.65688,60.90545316
Ethiopia,1989,167.48944,55.00944446
Ethiopia,1990,167.31522,59.39804509
Ethiopia,1991,167.13672,54.94974379
Ethiopia,1992,166.95631,62.27992591
Ethiopia,1993,166.77495,59.06565771
Ethiopia,1994,166.59357,60.20418771
Ethiopia,1995,166.41252,65.71802095
Ethiopia,1996,166.2315,58.99220627
Europe and Central Asia,1896,165.7233,
Europe and Central Asia,1897,165.8518,
Europe and Central Asia,1898,165.9805,
Europe and Central Asia,1899,166.1094,
Europe and Central Asia,1900,166.2382,
Europe and Central Asia,1901,166.3673,
Europe and Central Asia,1902,166.497,
Europe and Central Asia,1903,166.6268,
Europe and Central Asia,1904,166.7569,
Europe and Central Asia,1905,166.8871,
Europe and Central Asia,1906,167.0172,
Europe and Central Asia,1907,167.148,
Europe and Central Asia,1908,167.2801,
Europe and Central Asia,1909,167.4137,
Europe and Central Asia,1910,167.5495,
Europe and Central Asia,1911,167.6888,
Europe and Central Asia,1912,167.8321,
Europe and Central Asia,1913,167.9791,
Europe and Central Asia,1914,168.129,
Europe and Central Asia,1915,168.2817,
Europe and Central Asia,1916,168.4361,
Europe and Central Asia,1917,168.5918,
Europe and Central Asia,1918,168.7479,
Europe and Central Asia,1919,168.903,
Europe and Central Asia,1920,169.0565,
Europe and Central Asia,1921,169.2076,
Europe and Central Asia,1922,169.3552,
Europe and Central Asia,1923,169.4991,
Europe and Central Asia,1924,169.6401,
Europe and Central Asia,1925,169.7806,
Europe and Central Asia,1926,169.9219,
Europe and Central Asia,1927,170.0659,
Europe and Central Asia,1928,170.2131,
Europe and Central Asia,1929,170.3634,
Europe and Central Asia,1930,170.5165,
Europe and Central Asia,1931,170.6714,
Europe and Central Asia,1932,170.8271,
Europe and Central Asia,1933,170.9843,
Europe and Central Asia,1934,171.1435,
Europe and Central Asia,1935,171.3042,
Europe and Central Asia,1936,171.4649,
Europe and Central Asia,1937,171.6241,
Europe and Central Asia,1938,171.7812,
Europe and Central Asia,1939,171.936,
Europe and Central Asia,1940,172.0884,
Europe and Central Asia,1941,172.2389,
Europe and Central Asia,1942,172.3896,
Europe and Central Asia,1943,172.5424,
Europe and Central Asia,1944,172.6973,
Europe and Central Asia,1945,172.8545,
Europe and Central Asia,1946,173.015,
Europe and Central Asia,1947,173.1779,
Europe and Central Asia,1948,173.3433,
Europe and Central Asia,1949,173.5099,
Europe and Central Asia,1950,173.677,
Europe and Central Asia,1951,173.8431,
Europe and Central Asia,1952,174.0078,
Europe and Central Asia,1953,174.1713,
Europe and Central Asia,1954,174.3336,
Europe and Central Asia,1955,174.4943,
Europe and Central Asia,1956,174.6525,
Europe and Central Asia,1957,174.8094,
Europe and Central Asia,1958,174.9653,
Europe and Central Asia,1959,175.1196,
Europe and Central Asia,1960,175.2717,
Europe and Central Asia,1961,175.4211,
Europe and Central Asia,1962,175.5659,
Europe and Central Asia,1963,175.7041,
Europe and Central Asia,1964,175.8332,
Europe and Central Asia,1965,175.9537,
Europe and Central Asia,1966,176.0667,
Europe and Central Asia,1967,176.1737,
Europe and Central Asia,1968,176.2756,
Europe and Central Asia,1969,176.374,
Europe and Central Asia,1970,176.4689,
Europe and Central Asia,1971,176.5599,
Europe and Central Asia,1972,176.6463,
Europe and Central Asia,1973,176.7276,
Europe and Central Asia,1974,176.8029,
Europe and Central Asia,1975,176.8711,
Europe and Central Asia,1976,176.9315,
Europe and Central Asia,1977,176.9829,
Europe and Central Asia,1978,177.0255,
Europe and Central Asia,1979,177.0603,
Europe and Central Asia,1980,177.0891,
Europe and Central Asia,1981,177.1143,
Europe and Central Asia,1982,177.1369,
Europe and Central Asia,1983,177.1566,
Europe and Central Asia,1984,177.1733,
Europe and Central Asia,1985,177.186,
Europe and Central Asia,1986,177.195,
Europe and Central Asia,1987,177.2006,
Europe and Central Asia,1988,177.2036,
Europe and Central Asia,1989,177.2053,
Europe and Central Asia,1990,177.2062,
Europe and Central Asia,1991,177.2073,
Europe and Central Asia,1992,177.2088,
Europe and Central Asia,1993,177.2108,
Europe and Central Asia,1994,177.2126,
Europe and Central Asia,1995,177.2146,
Europe and Central Asia,1996,177.2165,
Fiji,1896,168.6023,74.02857085
Fiji,1897,168.65404,77.02539365
Fiji,1898,168.70624,73.50155071
Fiji,1899,168.75888,72.57909216
Fiji,1900,168.81229,74.78706042
Fiji,1901,168.86642,72.92441143
Fiji,1902,168.92155,77.770935
Fiji,1903,168.97783,77.39363048
Fiji,1904,169.03554,73.24907867
Fiji,1905,169.0939,71.74769245
Fiji,1906,169.15338,72.77861964
Fiji,1907,169.21455,72.94054498
Fiji,1908,169.27759,68.57222677
Fiji,1909,169.34196,76.02736415
Fiji,1910,169.40834,76.84956487
Fiji,1911,169.47754,69.83449438
Fiji,1912,169.54984,74.89464001
Fiji,1913,169.62494,76.48897021
Fiji,1914,169.70203,78.63017906
Fiji,1915,169.78119,74.91947102
Fiji,1916,169.86201,80.36130755
Fiji,1917,169.94453,73.45122767
Fiji,1918,170.02849,70.62779926
Fiji,1919,170.112,71.73957816
Fiji,1920,170.19449,73.69523509
Fiji,1921,170.27515,79.31301861
Fiji,1922,170.35323,70.28317198
Fiji,1923,170.42856,74.94872732
Fiji,1924,170.50069,71.25661979
Fiji,1925,170.57135,70.68616821
Fiji,1926,170.64137,79.85592141
Fiji,1927,170.71182,77.58997915
Fiji,1928,170.78271,75.39602068
Fiji,1929,170.85419,77.78679028
Fiji,1930,170.92567,75.17357068
Fiji,1931,170.99667,72.50128927
Fiji,1932,171.0666,75.0514899
Fiji,1933,171.13712,71.75224206
Fiji,1934,171.20876,74.92336029
Fiji,1935,171.28236,76.39372437
Fiji,1936,171.35776,76.34465008
Fiji,1937,171.43533,74.5060233
Fiji,1938,171.51498,74.86850599
Fiji,1939,171.59697,75.10930047
Fiji,1940,171.68192,76.41460745
Fiji,1941,171.7707,70.34938172
Fiji,1942,171.86528,76.16527784
Fiji,1943,171.96736,74.6728439
Fiji,1944,172.07594,74.46659779
Fiji,1945,172.19112,76.21264309
Fiji,1946,172.31224,73.32158448
Fiji,1947,172.43773,84.21054966
Fiji,1948,172.56664,74.62468651
Fiji,1949,172.69759,74.71915748
Fiji,1950,172.82993,76.51434148
Fiji,1951,172.96176,70.48781557
Fiji,1952,173.0923,74.5432599
Fiji,1953,173.22087,73.54495721
Fiji,1954,173.3468,72.95571816
Fiji,1955,173.47037,78.40804644
Fiji,1956,173.59076,74.34659739
Fiji,1957,173.70921,73.90252028
Fiji,1958,173.82495,76.72924908
Fiji,1959,173.93724,74.90989774
Fiji,1960,174.04526,76.57794387
Fiji,1961,174.14778,80.6741753
Fiji,1962,174.24373,78.56331816
Fiji,1963,174.33113,76.15476923
Fiji,1964,174.40828,75.16157482
Fiji,1965,174.47476,72.39573091
Fiji,1966,174.53156,81.61279673
Fiji,1967,174.57976,78.39235152
Fiji,1968,174.62103,74.77724743
Fiji,1969,174.6572,78.32163387
Fiji,1970,174.6889,78.34296019
Fiji,1971,174.7162,79.37727343
Fiji,1972,174.73958,77.27494812
Fiji,1973,174.75896,79.52267807
Fiji,1974,174.77376,77.23411958
Fiji,1975,174.78365,74.86537576
Fiji,1976,174.78773,75.97489857
Fiji,1977,174.78468,72.58990625
Fiji,1978,174.7745,80.01097567
Fiji,1979,174.75797,72.84607749
Fiji,1980,174.73581,82.65893042
Fiji,1981,174.70906,76.10526111
Fiji,1982,174.6782,83.01640174
Fiji,1983,174.6428,75.54109135
Fiji,1984,174.60298,76.13180947
Fiji,1985,174.55804,78.8740694
Fiji,1986,174.50824,76.56859312
Fiji,1987,174.45377,75.68245242
Fiji,1988,174.39581,73.66476983
Fiji,1989,174.33566,80.53214204
Fiji,1990,174.274,74.82821227
Fiji,1991,174.21135,75.51485041
Fiji,1992,174.14928,75.05860067
Fiji,1993,174.08736,72.50369744
Fiji,1994,174.02557,73.25004986
Fiji,1995,173.9638,75.66371785
Fiji,1996,173.90164,76.42007165
Finland,1896,167.74445,70.03634691
Finland,1897,167.87392,71.44881539
Finland,1898,168.00386,67.93258972
Finland,1899,168.13356,66.5255818
Finland,1900,168.26315,69.6437545
Finland,1901,168.39317,71.12630748
Finland,1902,168.5241,66.34810645
Finland,1903,168.65509,72.57425847
Finland,1904,168.78638,64.79081177
Finland,1905,168.91782,71.49586019
Finland,1906,169.04874,70.02295551
Finland,1907,169.18028,70.6328032
Finland,1908,169.31354,73.79984859
Finland,1909,169.44853,68.15945667
Finland,1910,169.58644,67.12052175
Finland,1911,169.72914,74.69001784
Finland,1912,169.87794,67.24178113
Finland,1913,170.03177,72.29460556
Finland,1914,170.19014,70.39435913
Finland,1915,170.3518,69.63715612
Finland,1916,170.5154,71.04264956
Finland,1917,170.6796,71.9989912
Finland,1918,170.8431,73.66136352
Finland,1919,171.00516,69.03228221
Finland,1920,171.16557,71.73638247
Finland,1921,171.32463,72.94425178
Finland,1922,171.48193,70.58387551
Finland,1923,171.63747,69.37001754
Finland,1924,171.79321,67.75810804
Finland,1925,171.95294,71.08542707
Finland,1926,172.11874,70.4573647
Finland,1927,172.29268,73.24394227
Finland,1928,172.47589,71.77069427
Finland,1929,172.66716,67.95838226
Finland,1930,172.8661,72.17748518
Finland,1931,173.07072,74.19111972
Finland,1932,173.27933,67.96203681
Finland,1933,173.4928,80.29550566
Finland,1934,173.7102,75.17923504
Finland,1935,173.9285,77.07587697
Finland,1936,174.14339,72.26679456
Finland,1937,174.35187,73.23134707
Finland,1938,174.55188,73.67943051
Finland,1939,174.74239,74.88435426
Finland,1940,174.92284,71.37699494
Finland,1941,175.09409,76.72565138
Finland,1942,175.2582,76.25536718
Finland,1943,175.41867,66.25817143
Finland,1944,175.57693,77.28272236
Finland,1945,175.73483,68.42913871
Finland,1946,175.8948,81.99750726
Finland,1947,176.05692,66.42768053
Finland,1948,176.22185,70.7650147
Finland,1949,176.38904,72.52098562
Finland,1950,176.5582,74.27019579
Finland,1951,176.72803,76.4518569
Finland,1952,176.89856,75.18637661
Finland,1953,177.07077,72.51047394
Finland,1954,177.24403,77.81951327
Finland,1955,177.41623,73.0045898
Finland,1956,177.585,69.752281
Finland,1957,177.7509,72.66860582
Finland,1958,177.9135,76.33015921
Finland,1959,178.0717,72.78733028
Finland,1960,178.22514,75.5241394
Finland,1961,178.37326,69.47646735
Finland,1962,178.51419,77.44923737
Finland,1963,178.64613,71.6489688
Finland,1964,178.76619,73.05926323
Finland,1965,178.87556,70.54697455
Finland,1966,178.97623,76.94550253
Finland,1967,179.07082,71.80999351
Finland,1968,179.16087,71.21541687
Finland,1969,179.24709,79.23249414
Finland,1970,179.32986,73.15999742
Finland,1971,179.40878,71.7251533
Finland,1972,179.48317,76.81067302
Finland,1973,179.55083,77.84669872
Finland,1974,179.61,75.05803777
Finland,1975,179.65968,72.52196138
Finland,1976,179.69937,72.18437967
Finland,1977,179.72865,79.03902142
Finland,1978,179.74782,71.054259
Finland,1979,179.75896,74.94968539
Finland,1980,179.76454,70.76441722
Finland,1981,179.76703,71.72670147
Finland,1982,179.76758,74.89625194
Finland,1983,179.76566,76.68488825
Finland,1984,179.76064,78.09294116
Finland,1985,179.7522,78.0993512
Finland,1986,179.74094,73.3825462
Finland,1987,179.72667,73.40079899
Finland,1988,179.7108,72.70517549
Finland,1989,179.69453,76.09690706
Finland,1990,179.67784,74.16002835
Finland,1991,179.66183,74.89495166
Finland,1992,179.64674,72.57480865
Finland,1993,179.6325,76.5318616
Finland,1994,179.61835,75.39131258
Finland,1995,179.60446,77.10715652
Finland,1996,179.5909,74.05787311
France,1896,166.41232,66.41971788
France,1897,166.50378,65.26056671
France,1898,166.59547,73.51781919
France,1899,166.68742,69.67836734
France,1900,166.77928,69.88041037
France,1901,166.87221,68.7183109
France,1902,166.96613,69.24293286
France,1903,167.0598,72.35986008
France,1904,167.15381,68.9534733
France,1905,167.24846,70.92924567
France,1906,167.34398,63.72940359
France,1907,167.44098,65.06863321
France,1908,167.54117,73.77329704
France,1909,167.64514,69.51160334
France,1910,167.75371,67.11524037
France,1911,167.86864,69.07692437
France,1912,167.99168,73.49292719
France,1913,168.12222,69.14012616
France,1914,168.25941,72.28190615
France,1915,168.40286,67.57352598
France,1916,168.5519,65.74645911
France,1917,168.70602,74.35784265
France,1918,168.86427,72.65646312
France,1919,169.02533,71.32518261
France,1920,169.1884,76.09951792
France,1921,169.35307,70.74780421
France,1922,169.51765,72.06783639
France,1923,169.68015,71.3356555
France,1924,169.84085,76.40364541
France,1925,170.0008,73.2475321
France,1926,170.15996,73.10098855
France,1927,170.31859,69.22611442
France,1928,170.47652,68.27694962
France,1929,170.63313,66.73754704
France,1930,170.78877,67.89964366
France,1931,170.94324,72.30982394
France,1932,171.09583,73.36379246
France,1933,171.24892,70.93521169
France,1934,171.4048,73.87966717
France,1935,171.56389,71.24556292
France,1936,171.72386,71.06826258
France,1937,171.8832,71.99782179
France,1938,172.04155,72.05414674
France,1939,172.19759,70.80392625
France,1940,172.35036,76.97232528
France,1941,172.49997,69.44242985
France,1942,172.64827,75.27652149
France,1943,172.79839,76.98209537
France,1944,172.95107,73.75574411
France,1945,173.10724,73.53076032
France,1946,173.26819,71.32904671
France,1947,173.43294,78.77602523
France,1948,173.60193,68.32791116
France,1949,173.77313,72.59963118
France,1950,173.946,72.98724599
France,1951,174.118,71.30735954
France,1952,174.28839,75.95137384
France,1953,174.45816,70.360382
France,1954,174.62747,78.28600163
France,1955,174.79515,71.8325593
France,1956,174.9606,75.18503371
France,1957,175.12546,72.35811494
France,1958,175.29088,71.72031775
France,1959,175.45561,74.65357825
France,1960,175.61961,73.29725037
France,1961,175.78343,75.95267162
France,1962,175.94681,72.15209211
France,1963,176.10797,71.00700942
France,1964,176.26369,76.56568961
France,1965,176.41428,76.99651956
France,1966,176.56114,74.26647452
France,1967,176.70647,71.47361911
France,1968,176.85228,74.15542665
France,1969,177.00102,76.32161759
France,1970,177.15292,72.24168296
France,1971,177.3065,74.65172662
France,1972,177.46019,73.40125832
France,1973,177.61214,73.95606982
France,1974,177.7605,72.79663946
France,1975,177.90321,71.64770053
France,1976,178.03838,73.61044464
France,1977,178.16432,76.59335986
France,1978,178.28178,68.43291734
France,1979,178.39061,74.15612363
France,1980,178.49306,73.41313048
